Commentaire,star,date,client,reponse,source,company,ville,maj,date_commande,ecart,clean_comment,comment_id,qualité produit,service livraison,service client
"showroom s'est trompé dans l'envoi de ma commande pour une montre.Je n'ai pas reçu l'article commandé.Mais pour le retour , je dois payer l'affranchissement L'erreur est de leur côté . Le retour devrait être gratuitEncore un plan malhonnête.Cette enseigne vend de vraies marques ( le nettoyeur vapeur Polti que j'ai vu dans le commerce , et sur le site Polti ) . Mais l'emballage laissait à désirer . Colissimo a tout renforcé , avec l'adhésif a leur nom.EtElle vend des articles avec des marques qui ont existées autrefois , mais qui ont arrêté leurs commerces . Les chinois rachètent ces marques . Et les chinois créent également des marques avec des noms européens pour que cela sonne bien.Les montres ne correspondent pas aux prix d'origine soi-disant affichés . De ce fait les soldes semblent tres intéressantes . Une montre a 1000 euros , soldées 100 e , cela vous semble-t-il possible ? Ce n'est pas ce type de montres que j'ai acheté . Il y a également des articles qui ne correspondent pas exactement aux photos , comme des bagues , ou sacs avec des marques et des soldes qui semblent douteuses . C'est de la camelote de mauvaise qualité . Donc , Ayoub , c'est inutile de faire une réponse de la part de showroom sur le site de trust pilote . Je suis directement en contact avec euxMais au vu de vos réponses , toujours les mêmes je me demande si vous existez vraiment ou si vous êtes un robot .",1,2021-06-16 00:00:00+00:00,f Dupouy,"Bonjour , Je fais suite à votre message au sujet des articles reçus non conformes dans vos commande.Je vous présente de nouveau mes excuses pour cette situation.En effet , j'ai tenté de vous joindre en privé en date du 29/04/21 et 02/06/21 afin de m'entretenir avec vous sur ce sujet , sans succès.N'ayant pas accès à votre numéro de commande , je vous informe qu'un nouveau mail vient de vous être adressé afin de faire suite à votre réclamation.Au moindre retour de votre part , je m'engage à vous recontacter afin d'échanger de vive voix sur ce sujet.Dans l'attente de votre retour , je reste à votre disposition pour toute autre demande.Bien à vous , Ayoub",TrustPilot,ShowRoom,,,,,"showroom s'est trompé dans l'envoi de ma commande pour une montre.je n'ai pas reçu l'article commandé.mais pour le retour , je dois payer l'affranchissement l'erreur est de leur côté . le retour devrait être gratuitencore un plan malhonnête.cette enseigne vend de vraies marques ( le nettoyeur vapeur polti que j'ai vu dans le commerce , et sur le site polti ) . mais l'emballage laissait à désirer . colissimo a tout renforcé , avec l'adhésif a leur nom.etelle vend des articles avec des marques qui ont existées autrefois , mais qui ont arrêté leurs commerces . les chinois rachètent ces marques . et les chinois créent également des marques avec des noms européens pour que cela sonne bien.les montres ne correspondent pas aux prix d'origine soi-disant affichés . de ce fait les soldes semblent tres intéressantes . une montre a 1000 euros , soldées 100 e , cela vous semble-t-il possible ? ce n'est pas ce type de montres que j'ai acheté . il y a également des articles qui ne correspondent pas exactement aux photos , comme des bagues , ou sacs avec des marques et des soldes qui semblent douteuses . c'est de la camelote de mauvaise qualité . donc , ayoub , c'est inutile de faire une réponse de la part de showroom sur le site de trust pilote . je suis directement en contact avec euxmais au vu de vos réponses , toujours les mêmes je me demande si vous existez vraiment ou si vous êtes un robot .",22,1,0,1
"Un service clients épouvantable et malhonnête . J ’ ai refusé un colis déchiré et contenant des tasses cassées , et Showroomprivé refuse de me rembourser car le transporteur a noté le colis comme livré . Ils m ’ ont fait croire à une enquête auprès du transporteur qui aurait duré 15 jours selon eux , pour finalement me répondre « votre colis vous a été livré » . Je viens de leur écrire car les téléphonistes sont lamentables , mais je ne me fais pas d ’ illusions . Pour moi Showroomprivé c ’ est terminé , et pourtant j ’ ai beaucoup acheté sur ce site et depuis des années . Je n ’ accepte pas de me faire voler comme ça .",1,2021-06-16 00:00:00+00:00,Dominique,"Bonjour Dominique , Le problème est résolu ! Notre équipe tient à faire tout son possible pour solutionner vos futures demandes , n ’ hésitez pas à nous solliciter . L ’ équipe Showroomprivé. -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -Bonjour Dominique , Je suis sincèrement désolé d'apprendre que vous ayez refusé votre colis endommagé lors de la livraison.Je vous présente mes excuses pour ce désagrément et tiens vous apporter mon aide.Je vous informe avoir pris en charge votre réclamation et vous confirme que vous serez recontactée afin de faire suite à votre requête . Ayoub",TrustPilot,ShowRoom,,,,,"un service clients épouvantable et malhonnête . j ’ ai refusé un colis déchiré et contenant des tasses cassées , et showroomprivé refuse de me rembourser car le transporteur a noté le colis comme livré . ils m ’ ont fait croire à une enquête auprès du transporteur qui aurait duré 15 jours selon eux , pour finalement me répondre « votre colis vous a été livré » . je viens de leur écrire car les téléphonistes sont lamentables , mais je ne me fais pas d ’ illusions . pour moi showroomprivé c ’ est terminé , et pourtant j ’ ai beaucoup acheté sur ce site et depuis des années . je n ’ accepte pas de me faire voler comme ça .",23,1,1,1
"J'ai toujours été cliente chez showroom , jamais déçue . Il y a quelques jours , je reçois un article non conforme . On m'envoie le bon retour . Je dois faire l'avance des frais , HORS DE QUESTION , on me dit m'envoyer un bon Chronopost que j'ai juste à mettre le colis dans ma boîte Aux lettres . Sauf que je ne reçois pas le bon et rebelote . Il y a soit disant un problème avec les bons retour . Bref , tant pis , je vais revendre l'article certainement plus cher que celui que je viens de recevoir . Hyper déçue 🤬🤬🤬",1,2021-06-16 00:00:00+00:00,Yolaine COGNAT,"Bonjour Yalaine , Je fais suite à votre message dans lequel vous signalez ne pas avoir reçu le bon de retour de votre article reçu non conforme.Je vous présente mes excuses pour ce désagrément.Afin de vous aider au mieux et en discuter de vive voix , je vous invite à me transmettre en privé votre numéro de commande svp.Ayoub",TrustPilot,ShowRoom,,,,,"j'ai toujours été cliente chez showroom , jamais déçue . il y a quelques jours , je reçois un article non conforme . on m'envoie le bon retour . je dois faire l'avance des frais , hors de question , on me dit m'envoyer un bon chronopost que j'ai juste à mettre le colis dans ma boîte aux lettres . sauf que je ne reçois pas le bon et rebelote . il y a soit disant un problème avec les bons retour . bref , tant pis , je vais revendre l'article certainement plus cher que celui que je viens de recevoir . hyper déçue 🤬🤬🤬",24,1,1,0
"Très déçue ! J ’ ai souvent commandé sur showroom privé , toujours livrée rapidement.Je commande un maillot de bain le 23/05 , je reçois un message m ’ informant d ’ un retard de livraison - maintenant annoncée le 21/06 ... jour de mon départ en vacances ... aucun numéro de suivi mondial relay donc impossible de savoir où est mon colis ... Commande 231658244",1,2021-06-16 00:00:00+00:00,Emilie Stv,,TrustPilot,ShowRoom,,,,,"très déçue ! j ’ ai souvent commandé sur showroom privé , toujours livrée rapidement.je commande un maillot de bain le 23/05 , je reçois un message m ’ informant d ’ un retard de livraison - maintenant annoncée le 21/06 ... jour de mon départ en vacances ... aucun numéro de suivi mondial relay donc impossible de savoir où est mon colis ... commande 231658244",25,0,1,0
"Ce site propose beaucoup d ’ articles à des prix très intéressants mais le pb c ’ est que 2 commandes sur 3 n ’ arrivent jamais ( rupture de stock , colis perdu ou endommagé etc… ) . C ’ est vrai que vous ne perdez pas d ’ argent car ils remboursent mais vous n ’ avez pas vos produits.Site à éviter FORTEMENT… .. ! ! ! !",1,2021-06-15 00:00:00+00:00,fifi Defense .,"Bonjour Fifi , Je suis sincèrement désolé de lire votre ressenti compte tenu des anomalies relatives à la livraison de vos deux commandes.Je vous présente mes excuses pour ce désagrément.Afin de vous aider au mieux et en discuter de vive voix , je vous invite à me transmettre en privé votre numéro de commande svp.Ayoub",TrustPilot,ShowRoom,,,,,"ce site propose beaucoup d ’ articles à des prix très intéressants mais le pb c ’ est que 2 commandes sur 3 n ’ arrivent jamais ( rupture de stock , colis perdu ou endommagé etc… ) . c ’ est vrai que vous ne perdez pas d ’ argent car ils remboursent mais vous n ’ avez pas vos produits.site à éviter fortement… .. ! ! ! !",26,0,1,0
"Voleur , escroc ! ! ! ! ! Très mauvaise expériencelivraison reçu à moitié après avoir contacté le service client aucune réponse ... aucun dédommagement ! Dédouanement en rejettant la faute sur le fournisseur qui est injoignable ! ! Un scandale ! A fuir ! ! !",1,2021-06-15 00:00:00+00:00,PIERRE MG,"Bonjour Pierre , Je suis sincèrement désolé d'apprendre que vous ayez reçu votre commande incomplète.Je vous présente mes excuses pour ce désagrément.Afin de vous aider au mieux et en discuter de vive voix , je vous invite à me transmettre en privé votre numéro de commande svp.Ayoub",TrustPilot,ShowRoom,,,,,"voleur , escroc ! ! ! ! ! très mauvaise expériencelivraison reçu à moitié après avoir contacté le service client aucune réponse ... aucun dédommagement ! dédouanement en rejettant la faute sur le fournisseur qui est injoignable ! ! un scandale ! a fuir ! ! !",27,0,0,1
Tres mauvais service de retour . Deux semaines pour réceptionner un retour en plus payante et plus cher que les frais de livraison qu on paye initialement . Plus jamais j achete sur showroom .,1,2021-06-15 00:00:00+00:00,Sandra Rocha,"Bonjour Sandra , Je fais suite à votre avis au sujet du délai de traitement de retour de votre commande.Je vous présente mes excuses pour ce délai d'attente.Afin de vous aider au mieux et en discuter de vive voix , je vous invite à me transmettre en privé votre numéro de commande svp.Ayoub",TrustPilot,ShowRoom,,,,,tres mauvais service de retour . deux semaines pour réceptionner un retour en plus payante et plus cher que les frais de livraison qu on paye initialement . plus jamais j achete sur showroom .,28,0,1,0
Ça fait un mois que ma commande aurait du être livré et Showroom fait traîner l ’ affaire malgré mes appels et messages Pourtant Chronopost m ’ a indiqué le colis comme perdu,1,2021-06-15 00:00:00+00:00,Laurence,"Bonjour Laurence , Je suis sincèrement désolé d'apprendre la non-réception de votre commande.Je vous présente mes excuses pour ce délai de traitement.Afin de vous aider au mieux et en discuter de vive voix , je vous invite à me transmettre en privé votre numéro de commande svp.Ayoub",TrustPilot,ShowRoom,,,,,ça fait un mois que ma commande aurait du être livré et showroom fait traîner l ’ affaire malgré mes appels et messages pourtant chronopost m ’ a indiqué le colis comme perdu,29,0,1,1
"Cliente depuis des années , déception totale . J ai reçu un colis endommagé , il manquait un produit ( petite valeur ) 3 semaines d'investigation obligatoires , je reçois un mail me disant que la commande était bien livrée mauvaise réponse de leur part . Je quitte leur fichier client . De plus les retours sont payants .",1,2021-06-15 00:00:00+00:00,Sophie HATAY,"Bonjour Sophie , La demande a bien été traitée par notre Service Après-Vente . L ’ équipe Showroomprivé . -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -Bonjour Sophie , Je suis sincèrement navré d'apprendre que vous n'ayez reçu votre commande incomplète.Je vous présente mes excuses pour ce désagrément.Je vous informe avoir pris en charge votre réclamation et vous confirme que vous serez recontactée afin de faire suite à votre requête.Ayoub",TrustPilot,ShowRoom,,,,,"cliente depuis des années , déception totale . j ai reçu un colis endommagé , il manquait un produit ( petite valeur ) 3 semaines d'investigation obligatoires , je reçois un mail me disant que la commande était bien livrée mauvaise réponse de leur part . je quitte leur fichier client . de plus les retours sont payants .",30,0,1,1
"Sur 5 commandes , 3 ont été partiellement livrées . Certes , on reçoit un remboursement des produits non livrés mais qu'en est-il 1 ) des frais de livraison qui devraient être réduits ( ou plutôt annulés complétement en geste commercial ) . 2 ) est-il normal quand on valide une commande que l'on ne puisse avoir les produits à cette époque où l'on connait le stock à tout instant ( en plus , cela fait plusieurs fois pour Ricard que le produit que je souhaitais surtout , n'est plus disponible après la commande . 3 ) Comme dans de plus en plus de site , il est bien compliqué pour faire part de telle situation et avoir une réponse",1,2021-06-14 00:00:00+00:00,GTF PAG,"Bonjour , Je suis sincèrement navré d'apprendre l'annulation partielle de vos trois commandes.Je vous présente mes excuses pour ce désagrément.Je vous informe avoir pris en charge votre réclamation et vous confirme que vous serez recontactée afin de faire suite à votre requête.Ayoub",TrustPilot,ShowRoom,,,,,"sur 5 commandes , 3 ont été partiellement livrées . certes , on reçoit un remboursement des produits non livrés mais qu'en est-il 1 ) des frais de livraison qui devraient être réduits ( ou plutôt annulés complétement en geste commercial ) . 2 ) est-il normal quand on valide une commande que l'on ne puisse avoir les produits à cette époque où l'on connait le stock à tout instant ( en plus , cela fait plusieurs fois pour ricard que le produit que je souhaitais surtout , n'est plus disponible après la commande . 3 ) comme dans de plus en plus de site , il est bien compliqué pour faire part de telle situation et avoir une réponse",31,0,1,1
"Dernièrement j'ai publié un avis mentionnant ma mauvaise expérience lors de l'achat d'un lot de boxers FILA.Après plusieurs échanges avec Showroomprive , le services clients a finalement accepté que je retourne les articles . Leur analyse a abouti à la décision de me rembourser.Bravo Showroomprive pour avoir accepté de revoir votre position .",5,2021-06-14 00:00:00+00:00,PENNEGAT JM,"Bonjour , Un grand merci pour votre avis ! Bonne journée de la part de toute l'équipe.Ayoub",TrustPilot,ShowRoom,,,,,"dernièrement j'ai publié un avis mentionnant ma mauvaise expérience lors de l'achat d'un lot de boxers fila.après plusieurs échanges avec showroomprive , le services clients a finalement accepté que je retourne les articles . leur analyse a abouti à la décision de me rembourser.bravo showroomprive pour avoir accepté de revoir votre position .",32,0,0,1
"Plus jamais ! Des escrocs , voleurs avec des qualités de produits minables .",1,2021-06-14 00:00:00+00:00,Sonia Catteau Montes,"Bonjour Sonia , J'accuse réception de votre numéro de commande et vous en remercie.Je vous informe avoir pris en charge votre réclamation et vous confirme que vous serez recontactée afin de faire suite à votre requête.Ayoub -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- Bonjour Sonia , Je suis sincèrement désolé d'apprendre que vos articles ne vous aient pas apporté satisfaction.Je vous présente mes excuses pour ce désagrément.Afin de vous aider au mieux et en discuter de vive voix , je vous invite à me transmettre en privé votre numéro de commande svp.Ayoub",TrustPilot,ShowRoom,,,,,"plus jamais ! des escrocs , voleurs avec des qualités de produits minables .",33,1,0,1
"Mêmes horribles expériences que beaucoup d ’ autres personnes ici apparemment . J ’ étais très bonne cliente de showroom car les marques et les prix proposés étaient intéressants . Mais une énorme détérioration des services s ’ est fait sentir depuis quelques temps . Plus moyen de recevoir UNE SEULE commande conforme . Toujours des erreurs d ’ articles ( je commande une jupe , je reçois des chaussures hommes ... ) , des commandes perdues dans la nature , ou incomplètes sans la moindre explication . Si on ne fait pas des pieds et des mains auprès du service client ( qui répond des semaines plus tard ) , les retours sont aux frais du client ce qui est tout bonnement inacceptable . Résultat , j ’ adorais showroomprive , mais maintenant , au bout d ’ une dizaine de commandes défectueuses j ’ en ai assez de perdre mon temps et mon argent , je commande à la concurrence avec qui il n ’ y a jamais aucun souci . Showroomprive mène une politique idiote . Le client est vraiment pris pour une vache à lait , seulement bon à donner des sous , sans que l ’ on se soucie de sa satisfaction . Service client quasi inexistant , aucunement à l ’ écoute . A la limite de l ’ arnaque . Je ne comprends pas que le site ne soit pas encore fermé ... A s ’ entêter dans cette voie , showroom est en train de perdre tous ses clients ...",1,2021-06-14 00:00:00+00:00,caroline G,"Bonjour Caroline , J'accuse réception de vos coordonnées et vous en remercie.Je vous informe avoir pris en charge votre réclamation et vous confirme que vous serez recontactée afin de faire suite à votre requête.Ayoub -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- Bonjour Caroline , Je suis sincèrement désolé de lire votre ressenti quant aux anomalies relatives à la livraison de vos commandes.Je vous présente mes excuses pour ce désagrément.Afin de vous aider au mieux et en discuter de vive voix , je vous invite à me transmettre en privé un des numéros de commande svp.Ayoub",TrustPilot,ShowRoom,,,,,"mêmes horribles expériences que beaucoup d ’ autres personnes ici apparemment . j ’ étais très bonne cliente de showroom car les marques et les prix proposés étaient intéressants . mais une énorme détérioration des services s ’ est fait sentir depuis quelques temps . plus moyen de recevoir une seule commande conforme . toujours des erreurs d ’ articles ( je commande une jupe , je reçois des chaussures hommes ... ) , des commandes perdues dans la nature , ou incomplètes sans la moindre explication . si on ne fait pas des pieds et des mains auprès du service client ( qui répond des semaines plus tard ) , les retours sont aux frais du client ce qui est tout bonnement inacceptable . résultat , j ’ adorais showroomprive , mais maintenant , au bout d ’ une dizaine de commandes défectueuses j ’ en ai assez de perdre mon temps et mon argent , je commande à la concurrence avec qui il n ’ y a jamais aucun souci . showroomprive mène une politique idiote . le client est vraiment pris pour une vache à lait , seulement bon à donner des sous , sans que l ’ on se soucie de sa satisfaction . service client quasi inexistant , aucunement à l ’ écoute . a la limite de l ’ arnaque . je ne comprends pas que le site ne soit pas encore fermé ... a s ’ entêter dans cette voie , showroom est en train de perdre tous ses clients ...",34,1,0,1
